Algorithm,Mapping,Processes,MessageSize,Latency
Chain,core,2,#,OSU
Chain,core,2,#,Datatype:
Chain,core,2,#,Size
Chain,core,2,1,0.15
Chain,core,2,2,0.14
Chain,core,2,4,0.16
Chain,core,2,8,0.14
Chain,core,2,16,0.15
Chain,core,2,32,0.14
Chain,core,2,64,0.15
Chain,core,2,128,0.21
Chain,core,2,256,0.21
Chain,core,2,512,0.23
Chain,core,2,1024,0.25
Chain,core,2,2048,0.31
Chain,core,2,4096,0.39
Chain,core,2,8192,0.55
Chain,core,2,16384,4.42
Chain,core,2,32768,4.53
Chain,core,2,65536,6.01
Chain,core,2,131072,10.04
Chain,core,6,#,OSU
Chain,core,6,#,Datatype:
Chain,core,6,#,Size
Chain,core,6,1,0.32
Chain,core,6,2,0.33
Chain,core,6,4,0.32
Chain,core,6,8,0.34
Chain,core,6,16,0.33
Chain,core,6,32,0.34
Chain,core,6,64,0.33
Chain,core,6,128,0.59
Chain,core,6,256,0.62
Chain,core,6,512,0.68
Chain,core,6,1024,0.77
Chain,core,6,2048,1.09
Chain,core,6,4096,1.58
Chain,core,6,8192,2.70
Chain,core,6,16384,6.36
Chain,core,6,32768,10.71
Chain,core,6,65536,20.13
Chain,core,6,131072,40.77
Chain,core,10,#,OSU
Chain,core,10,#,Datatype:
Chain,core,10,#,Size
Chain,core,10,1,1.12
Chain,core,10,2,1.13
Chain,core,10,4,1.12
Chain,core,10,8,1.13
Chain,core,10,16,1.13
Chain,core,10,32,1.22
Chain,core,10,64,1.24
Chain,core,10,128,1.69
Chain,core,10,256,1.65
Chain,core,10,512,1.79
Chain,core,10,1024,1.82
Chain,core,10,2048,2.39
Chain,core,10,4096,3.23
Chain,core,10,8192,4.95
Chain,core,10,16384,9.99
Chain,core,10,32768,15.58
Chain,core,10,65536,28.73
Chain,core,10,131072,56.15
Chain,core,14,#,OSU
Chain,core,14,#,Datatype:
Chain,core,14,#,Size
Chain,core,14,1,1.21
Chain,core,14,2,1.12
Chain,core,14,4,1.13
Chain,core,14,8,1.12
Chain,core,14,16,1.14
Chain,core,14,32,1.25
Chain,core,14,64,1.27
Chain,core,14,128,1.83
Chain,core,14,256,1.78
Chain,core,14,512,1.92
Chain,core,14,1024,2.06
Chain,core,14,2048,2.79
Chain,core,14,4096,3.77
Chain,core,14,8192,6.06
Chain,core,14,16384,13.22
Chain,core,14,32768,20.78
Chain,core,14,65536,38.69
Chain,core,14,131072,75.93
Chain,core,18,#,OSU
Chain,core,18,#,Datatype:
Chain,core,18,#,Size
Chain,core,18,1,1.81
Chain,core,18,2,1.82
Chain,core,18,4,1.81
Chain,core,18,8,1.81
Chain,core,18,16,1.80
Chain,core,18,32,2.02
Chain,core,18,64,2.00
Chain,core,18,128,2.67
Chain,core,18,256,2.70
Chain,core,18,512,2.92
Chain,core,18,1024,3.05
Chain,core,18,2048,3.91
Chain,core,18,4096,5.21
Chain,core,18,8192,8.09
Chain,core,18,16384,18.36
Chain,core,18,32768,30.60
Chain,core,18,65536,58.20
Chain,core,18,131072,108.28
Chain,core,22,#,OSU
Chain,core,22,#,Datatype:
Chain,core,22,#,Size
Chain,core,22,1,1.82
Chain,core,22,2,1.83
Chain,core,22,4,1.81
Chain,core,22,8,1.81
Chain,core,22,16,1.80
Chain,core,22,32,2.01
Chain,core,22,64,1.99
Chain,core,22,128,2.81
Chain,core,22,256,2.72
Chain,core,22,512,2.99
Chain,core,22,1024,3.14
Chain,core,22,2048,4.09
Chain,core,22,4096,5.34
Chain,core,22,8192,8.37
Chain,core,22,16384,18.24
Chain,core,22,32768,28.58
Chain,core,22,65536,53.65
Chain,core,22,131072,103.69
Chain,core,26,#,OSU
Chain,core,26,#,Datatype:
Chain,core,26,#,Size
Chain,core,26,1,1.86
Chain,core,26,2,1.86
Chain,core,26,4,1.86
Chain,core,26,8,1.85
Chain,core,26,16,1.89
Chain,core,26,32,2.09
Chain,core,26,64,2.10
Chain,core,26,128,2.71
Chain,core,26,256,2.77
Chain,core,26,512,3.00
Chain,core,26,1024,3.20
Chain,core,26,2048,4.07
Chain,core,26,4096,5.21
Chain,core,26,8192,8.11
Chain,core,26,16384,20.22
Chain,core,26,32768,35.36
Chain,core,26,65536,57.22
Chain,core,26,131072,110.19
Chain,core,30,#,OSU
Chain,core,30,#,Datatype:
Chain,core,30,#,Size
Chain,core,30,1,1.91
Chain,core,30,2,1.90
Chain,core,30,4,1.91
Chain,core,30,8,1.90
Chain,core,30,16,1.90
Chain,core,30,32,2.16
Chain,core,30,64,2.17
Chain,core,30,128,2.81
Chain,core,30,256,2.88
Chain,core,30,512,3.13
Chain,core,30,1024,3.34
Chain,core,30,2048,4.28
Chain,core,30,4096,5.60
Chain,core,30,8192,8.89
Chain,core,30,16384,25.31
Chain,core,30,32768,36.26
Chain,core,30,65536,64.75
Chain,core,30,131072,122.81
Chain,core,34,#,OSU
Chain,core,34,#,Datatype:
Chain,core,34,#,Size
Chain,core,34,1,2.69
Chain,core,34,2,2.68
Chain,core,34,4,2.68
Chain,core,34,8,2.67
Chain,core,34,16,2.66
Chain,core,34,32,3.44
Chain,core,34,64,3.12
Chain,core,34,128,4.60
Chain,core,34,256,4.92
Chain,core,34,512,4.09
Chain,core,34,1024,4.34
Chain,core,34,2048,5.45
Chain,core,34,4096,7.14
Chain,core,34,8192,10.69
Chain,core,34,16384,27.88
Chain,core,34,32768,42.45
Chain,core,34,65536,74.41
Chain,core,34,131072,141.77
Chain,core,38,#,OSU
Chain,core,38,#,Datatype:
Chain,core,38,#,Size
Chain,core,38,1,2.88
Chain,core,38,2,2.86
Chain,core,38,4,3.05
Chain,core,38,8,3.99
Chain,core,38,16,3.24
Chain,core,38,32,3.60
Chain,core,38,64,3.25
Chain,core,38,128,3.98
Chain,core,38,256,4.39
Chain,core,38,512,4.34
Chain,core,38,1024,4.56
Chain,core,38,2048,6.07
Chain,core,38,4096,7.83
Chain,core,38,8192,11.64
Chain,core,38,16384,28.17
Chain,core,38,32768,42.26
Chain,core,38,65536,76.89
Chain,core,38,131072,146.76
Chain,core,42,#,OSU
Chain,core,42,#,Datatype:
Chain,core,42,#,Size
Chain,core,42,1,3.32
Chain,core,42,2,3.78
Chain,core,42,4,2.81
Chain,core,42,8,2.82
Chain,core,42,16,2.82
Chain,core,42,32,3.17
Chain,core,42,64,3.05
Chain,core,42,128,3.93
Chain,core,42,256,4.03
Chain,core,42,512,4.35
Chain,core,42,1024,4.55
Chain,core,42,2048,5.83
Chain,core,42,4096,7.71
Chain,core,42,8192,11.88
Chain,core,42,16384,30.77
Chain,core,42,32768,47.03
Chain,core,42,65536,82.68
Chain,core,42,131072,158.80
Chain,core,46,#,OSU
Chain,core,46,#,Datatype:
Chain,core,46,#,Size
Chain,core,46,1,3.59
Chain,core,46,2,3.19
Chain,core,46,4,3.71
Chain,core,46,8,3.15
Chain,core,46,16,3.26
Chain,core,46,32,3.36
Chain,core,46,64,3.33
Chain,core,46,128,4.59
Chain,core,46,256,4.59
Chain,core,46,512,4.90
Chain,core,46,1024,5.64
Chain,core,46,2048,6.49
Chain,core,46,4096,9.12
Chain,core,46,8192,12.63
Chain,core,46,16384,33.48
Chain,core,46,32768,51.74
Chain,core,46,65536,90.80
Chain,core,46,131072,173.40
Chain,core,50,#,OSU
Chain,core,50,#,Datatype:
Chain,core,50,#,Size
Chain,core,50,1,3.17
Chain,core,50,2,3.93
Chain,core,50,4,3.18
Chain,core,50,8,3.15
Chain,core,50,16,3.23
Chain,core,50,32,3.45
Chain,core,50,64,3.69
Chain,core,50,128,4.51
Chain,core,50,256,4.88
Chain,core,50,512,5.17
Chain,core,50,1024,6.12
Chain,core,50,2048,6.77
Chain,core,50,4096,9.22
Chain,core,50,8192,13.07
Chain,core,50,16384,35.17
Chain,core,50,32768,55.69
Chain,core,50,65536,99.23
Chain,core,50,131072,186.88
Chain,core,54,#,OSU
Chain,core,54,#,Datatype:
Chain,core,54,#,Size
Chain,core,54,1,3.31
Chain,core,54,2,3.32
Chain,core,54,4,3.32
Chain,core,54,8,3.35
Chain,core,54,16,3.32
Chain,core,54,32,4.17
Chain,core,54,64,3.65
Chain,core,54,128,5.73
Chain,core,54,256,4.85
Chain,core,54,512,5.38
Chain,core,54,1024,5.62
Chain,core,54,2048,7.82
Chain,core,54,4096,9.33
Chain,core,54,8192,13.79
Chain,core,54,16384,36.88
Chain,core,54,32768,56.82
Chain,core,54,65536,102.14
Chain,core,54,131072,193.10
Chain,core,58,#,OSU
Chain,core,58,#,Datatype:
Chain,core,58,#,Size
Chain,core,58,1,3.48
Chain,core,58,2,3.48
Chain,core,58,4,3.45
Chain,core,58,8,3.42
Chain,core,58,16,3.50
Chain,core,58,32,3.73
Chain,core,58,64,4.42
Chain,core,58,128,4.93
Chain,core,58,256,5.76
Chain,core,58,512,5.47
Chain,core,58,1024,5.80
Chain,core,58,2048,7.40
Chain,core,58,4096,9.44
Chain,core,58,8192,14.63
Chain,core,58,16384,38.99
Chain,core,58,32768,61.59
Chain,core,58,65536,107.51
Chain,core,58,131072,206.01
Chain,core,62,#,OSU
Chain,core,62,#,Datatype:
Chain,core,62,#,Size
Chain,core,62,1,3.74
Chain,core,62,2,3.72
Chain,core,62,4,3.64
Chain,core,62,8,3.60
Chain,core,62,16,3.71
Chain,core,62,32,4.84
Chain,core,62,64,4.47
Chain,core,62,128,5.16
Chain,core,62,256,5.56
Chain,core,62,512,6.16
Chain,core,62,1024,6.00
Chain,core,62,2048,7.83
Chain,core,62,4096,10.35
Chain,core,62,8192,15.02
Chain,core,62,16384,42.95
Chain,core,62,32768,66.15
Chain,core,62,65536,114.04
Chain,core,62,131072,219.48
Chain,core,66,#,OSU
Chain,core,66,#,Datatype:
Chain,core,66,#,Size
Chain,core,66,1,3.12
Chain,core,66,2,3.20
Chain,core,66,4,3.12
Chain,core,66,8,3.17
Chain,core,66,16,3.13
Chain,core,66,32,3.44
Chain,core,66,64,3.46
Chain,core,66,128,4.92
Chain,core,66,256,6.06
Chain,core,66,512,6.86
Chain,core,66,1024,6.12
Chain,core,66,2048,8.33
Chain,core,66,4096,9.94
Chain,core,66,8192,15.48
Chain,core,66,16384,45.49
Chain,core,66,32768,71.79
Chain,core,66,65536,122.93
Chain,core,66,131072,234.44
Chain,core,70,#,OSU
Chain,core,70,#,Datatype:
Chain,core,70,#,Size
Chain,core,70,1,3.73
Chain,core,70,2,3.83
Chain,core,70,4,4.26
Chain,core,70,8,3.78
Chain,core,70,16,4.61
Chain,core,70,32,4.14
Chain,core,70,64,4.91
Chain,core,70,128,7.37
Chain,core,70,256,5.95
Chain,core,70,512,6.04
Chain,core,70,1024,6.27
Chain,core,70,2048,8.40
Chain,core,70,4096,10.69
Chain,core,70,8192,16.30
Chain,core,70,16384,47.70
Chain,core,70,32768,73.94
Chain,core,70,65536,127.47
Chain,core,70,131072,241.99
Chain,core,74,#,OSU
Chain,core,74,#,Datatype:
Chain,core,74,#,Size
Chain,core,74,1,4.51
Chain,core,74,2,4.55
Chain,core,74,4,4.30
Chain,core,74,8,4.12
Chain,core,74,16,4.61
Chain,core,74,32,4.59
Chain,core,74,64,5.30
Chain,core,74,128,6.62
Chain,core,74,256,5.67
Chain,core,74,512,6.93
Chain,core,74,1024,6.66
Chain,core,74,2048,9.59
Chain,core,74,4096,11.16
Chain,core,74,8192,16.99
Chain,core,74,16384,49.70
Chain,core,74,32768,77.21
Chain,core,74,65536,133.10
Chain,core,74,131072,256.16
Chain,core,78,#,OSU
Chain,core,78,#,Datatype:
Chain,core,78,#,Size
Chain,core,78,1,6.68
Chain,core,78,2,5.07
Chain,core,78,4,6.29
Chain,core,78,8,7.23
Chain,core,78,16,4.82
Chain,core,78,32,5.00
Chain,core,78,64,4.94
Chain,core,78,128,6.10
Chain,core,78,256,6.16
Chain,core,78,512,6.90
Chain,core,78,1024,7.28
Chain,core,78,2048,9.53
Chain,core,78,4096,12.07
Chain,core,78,8192,18.29
Chain,core,78,16384,52.90
Chain,core,78,32768,81.73
Chain,core,78,65536,140.67
Chain,core,78,131072,264.76
Chain,core,82,#,OSU
Chain,core,82,#,Datatype:
Chain,core,82,#,Size
Chain,core,82,1,5.02
Chain,core,82,2,5.35
Chain,core,82,4,4.91
Chain,core,82,8,6.28
Chain,core,82,16,6.51
Chain,core,82,32,5.47
Chain,core,82,64,5.36
Chain,core,82,128,6.42
Chain,core,82,256,6.95
Chain,core,82,512,7.33
Chain,core,82,1024,7.65
Chain,core,82,2048,9.93
Chain,core,82,4096,12.77
Chain,core,82,8192,19.25
Chain,core,82,16384,57.13
Chain,core,82,32768,86.51
Chain,core,82,65536,152.68
Chain,core,82,131072,281.70
Chain,core,86,#,OSU
Chain,core,86,#,Datatype:
Chain,core,86,#,Size
Chain,core,86,1,5.45
Chain,core,86,2,5.70
Chain,core,86,4,5.63
Chain,core,86,8,7.33
Chain,core,86,16,6.12
Chain,core,86,32,7.34
Chain,core,86,64,6.18
Chain,core,86,128,7.12
Chain,core,86,256,7.05
Chain,core,86,512,9.14
Chain,core,86,1024,8.17
Chain,core,86,2048,10.16
Chain,core,86,4096,13.09
Chain,core,86,8192,19.83
Chain,core,86,16384,57.92
Chain,core,86,32768,89.85
Chain,core,86,65536,161.37
Chain,core,86,131072,289.72
Chain,core,90,#,OSU
Chain,core,90,#,Datatype:
Chain,core,90,#,Size
Chain,core,90,1,6.05
Chain,core,90,2,6.85
Chain,core,90,4,5.90
Chain,core,90,8,5.91
Chain,core,90,16,6.39
Chain,core,90,32,7.42
Chain,core,90,64,7.27
Chain,core,90,128,7.16
Chain,core,90,256,7.41
Chain,core,90,512,9.12
Chain,core,90,1024,8.36
Chain,core,90,2048,10.99
Chain,core,90,4096,13.46
Chain,core,90,8192,20.30
Chain,core,90,16384,59.46
Chain,core,90,32768,94.64
Chain,core,90,65536,165.35
Chain,core,90,131072,315.30
Chain,core,94,#,OSU
Chain,core,94,#,Datatype:
Chain,core,94,#,Size
Chain,core,94,1,7.29
Chain,core,94,2,6.72
Chain,core,94,4,6.50
Chain,core,94,8,6.37
Chain,core,94,16,7.90
Chain,core,94,32,6.86
Chain,core,94,64,6.45
Chain,core,94,128,8.54
Chain,core,94,256,7.66
Chain,core,94,512,8.56
Chain,core,94,1024,9.09
Chain,core,94,2048,11.37
Chain,core,94,4096,14.41
Chain,core,94,8192,21.31
Chain,core,94,16384,63.41
Chain,core,94,32768,100.14
Chain,core,94,65536,174.40
Chain,core,94,131072,326.10
Chain,core,98,#,OSU
Chain,core,98,#,Datatype:
Chain,core,98,#,Size
Chain,core,98,1,6.64
Chain,core,98,2,6.51
Chain,core,98,4,6.47
Chain,core,98,8,6.19
Chain,core,98,16,7.06
Chain,core,98,32,7.88
Chain,core,98,64,6.58
Chain,core,98,128,8.22
Chain,core,98,256,8.28
Chain,core,98,512,9.27
Chain,core,98,1024,10.64
Chain,core,98,2048,11.80
Chain,core,98,4096,15.04
Chain,core,98,8192,22.22
Chain,core,98,16384,65.62
Chain,core,98,32768,104.28
Chain,core,98,65536,183.80
Chain,core,98,131072,343.52
Chain,core,102,#,OSU
Chain,core,102,#,Datatype:
Chain,core,102,#,Size
Chain,core,102,1,6.87
Chain,core,102,2,6.39
Chain,core,102,4,6.34
Chain,core,102,8,7.83
Chain,core,102,16,7.00
Chain,core,102,32,8.24
Chain,core,102,64,6.46
Chain,core,102,128,7.97
Chain,core,102,256,8.00
Chain,core,102,512,8.86
Chain,core,102,1024,9.43
Chain,core,102,2048,11.91
Chain,core,102,4096,15.25
Chain,core,102,8192,22.87
Chain,core,102,16384,66.23
Chain,core,102,32768,104.26
Chain,core,102,65536,183.19
Chain,core,102,131072,346.95
Chain,core,106,#,OSU
Chain,core,106,#,Datatype:
Chain,core,106,#,Size
Chain,core,106,1,7.13
Chain,core,106,2,6.94
Chain,core,106,4,7.16
Chain,core,106,8,7.75
Chain,core,106,16,7.21
Chain,core,106,32,7.20
Chain,core,106,64,7.39
Chain,core,106,128,8.34
Chain,core,106,256,8.40
Chain,core,106,512,9.19
Chain,core,106,1024,9.72
Chain,core,106,2048,12.41
Chain,core,106,4096,15.77
Chain,core,106,8192,23.85
Chain,core,106,16384,68.27
Chain,core,106,32768,107.42
Chain,core,106,65536,191.63
Chain,core,106,131072,357.15
Chain,core,110,#,OSU
Chain,core,110,#,Datatype:
Chain,core,110,#,Size
Chain,core,110,1,12.36
Chain,core,110,2,7.36
Chain,core,110,4,7.92
Chain,core,110,8,7.04
Chain,core,110,16,7.14
Chain,core,110,32,7.46
Chain,core,110,64,7.32
Chain,core,110,128,8.73
Chain,core,110,256,8.78
Chain,core,110,512,9.78
Chain,core,110,1024,10.22
Chain,core,110,2048,13.12
Chain,core,110,4096,16.48
Chain,core,110,8192,24.42
Chain,core,110,16384,72.94
Chain,core,110,32768,114.73
Chain,core,110,65536,200.60
Chain,core,110,131072,370.64
Chain,core,114,#,OSU
Chain,core,114,#,Datatype:
Chain,core,114,#,Size
Chain,core,114,1,7.78
Chain,core,114,2,7.34
Chain,core,114,4,8.18
Chain,core,114,8,7.32
Chain,core,114,16,7.16
Chain,core,114,32,7.61
Chain,core,114,64,7.55
Chain,core,114,128,9.03
Chain,core,114,256,9.13
Chain,core,114,512,10.07
Chain,core,114,1024,10.48
Chain,core,114,2048,13.59
Chain,core,114,4096,17.32
Chain,core,114,8192,25.84
Chain,core,114,16384,77.14
Chain,core,114,32768,119.75
Chain,core,114,65536,211.64
Chain,core,114,131072,385.79
Chain,core,118,#,OSU
Chain,core,118,#,Datatype:
Chain,core,118,#,Size
Chain,core,118,1,8.00
Chain,core,118,2,8.61
Chain,core,118,4,8.60
Chain,core,118,8,7.72
Chain,core,118,16,7.64
Chain,core,118,32,10.23
Chain,core,118,64,8.07
Chain,core,118,128,9.72
Chain,core,118,256,9.51
Chain,core,118,512,10.60
Chain,core,118,1024,11.05
Chain,core,118,2048,14.13
Chain,core,118,4096,17.84
Chain,core,118,8192,26.39
Chain,core,118,16384,76.12
Chain,core,118,32768,118.84
Chain,core,118,65536,217.18
Chain,core,118,131072,399.35
Chain,core,122,#,OSU
Chain,core,122,#,Datatype:
Chain,core,122,#,Size
Chain,core,122,1,8.38
Chain,core,122,2,8.82
Chain,core,122,4,9.06
Chain,core,122,8,9.57
Chain,core,122,16,9.29
Chain,core,122,32,9.15
Chain,core,122,64,8.26
Chain,core,122,128,9.57
Chain,core,122,256,9.81
Chain,core,122,512,10.77
Chain,core,122,1024,11.20
Chain,core,122,2048,14.24
Chain,core,122,4096,18.67
Chain,core,122,8192,26.77
Chain,core,122,16384,83.15
Chain,core,122,32768,125.79
Chain,core,122,65536,224.17
Chain,core,122,131072,403.56
Chain,core,126,#,OSU
Chain,core,126,#,Datatype:
Chain,core,126,#,Size
Chain,core,126,1,11.54
Chain,core,126,2,10.06
Chain,core,126,4,8.50
Chain,core,126,8,8.06
Chain,core,126,16,8.51
Chain,core,126,32,8.78
Chain,core,126,64,9.43
Chain,core,126,128,9.87
Chain,core,126,256,10.18
Chain,core,126,512,11.15
Chain,core,126,1024,13.50
Chain,core,126,2048,16.41
Chain,core,126,4096,20.88
Chain,core,126,8192,27.86
Chain,core,126,16384,86.92
Chain,core,126,32768,128.94
Chain,core,126,65536,220.95
Chain,core,126,131072,419.33
Chain,core,130,#,OSU
Chain,core,130,#,Datatype:
Chain,core,130,#,Size
Chain,core,130,1,8.10
Chain,core,130,2,8.22
Chain,core,130,4,6.92
Chain,core,130,8,7.27
Chain,core,130,16,6.49
Chain,core,130,32,8.50
Chain,core,130,64,8.47
Chain,core,130,128,8.68
Chain,core,130,256,8.91
Chain,core,130,512,9.64
Chain,core,130,1024,10.19
Chain,core,130,2048,13.31
Chain,core,130,4096,19.52
Chain,core,130,8192,26.16
Chain,core,130,16384,85.42
Chain,core,130,32768,132.37
Chain,core,130,65536,232.50
Chain,core,130,131072,429.54
Chain,core,134,#,OSU
Chain,core,134,#,Datatype:
Chain,core,134,#,Size
Chain,core,134,1,8.83
Chain,core,134,2,7.36
Chain,core,134,4,7.16
Chain,core,134,8,7.14
Chain,core,134,16,7.48
Chain,core,134,32,9.00
Chain,core,134,64,9.02
Chain,core,134,128,9.20
Chain,core,134,256,10.10
Chain,core,134,512,10.62
Chain,core,134,1024,12.44
Chain,core,134,2048,15.61
Chain,core,134,4096,18.43
Chain,core,134,8192,27.06
Chain,core,134,16384,84.12
Chain,core,134,32768,138.41
Chain,core,134,65536,230.84
Chain,core,134,131072,433.86
Chain,core,138,#,OSU
Chain,core,138,#,Datatype:
Chain,core,138,#,Size
Chain,core,138,1,9.81
Chain,core,138,2,9.43
Chain,core,138,4,7.97
Chain,core,138,8,8.30
Chain,core,138,16,7.55
Chain,core,138,32,8.92
Chain,core,138,64,10.71
Chain,core,138,128,9.48
Chain,core,138,256,9.69
Chain,core,138,512,10.47
Chain,core,138,1024,11.24
Chain,core,138,2048,15.39
Chain,core,138,4096,19.01
Chain,core,138,8192,27.81
Chain,core,138,16384,88.72
Chain,core,138,32768,139.75
Chain,core,138,65536,235.81
Chain,core,138,131072,443.36
